image,steering,throttle,source,timestamp,can_drive,auto_enabled,mode,error,error_norm,lane_center,left_x,right_x,lane_width,lane_locked,visible_side,missing_side,contours
images/000001.jpg,0.0,0.5,fpv,1777628242.933006,1,0,fpv_remote_remote,,,,,,,,,,
images/000002.jpg,0.0,0.5,fpv,1777628243.0594122,1,0,fpv_remote_remote,,,,,,,,,,
images/000003.jpg,0.0,0.17526779992065186,fpv,1777628244.5013423,1,0,fpv_remote_remote,,,,,,,,,,
images/000004.jpg,0.0,0.5,fpv,1777628244.628477,1,0,fpv_remote_remote,,,,,,,,,,
images/000005.jpg,0.0,0.5,fpv,1777628244.7558355,1,0,fpv_remote_remote,,,,,,,,,,
images/000006.jpg,0.0,0.5,fpv,1777628244.8828197,1,0,fpv_remote_remote,,,,,,,,,,
images/000007.jpg,0.0,0.5,fpv,1777628245.0114095,1,0,fpv_remote_remote,,,,,,,,,,
images/000008.jpg,0.0,0.5,fpv,1777628245.140063,1,0,fpv_remote_remote,,,,,,,,,,
images/000009.jpg,0.0,0.5,fpv,1777628245.2677753,1,0,fpv_remote_remote,,,,,,,,,,
images/000010.jpg,0.0,0.5,fpv,1777628245.3939471,1,0,fpv_remote_remote,,,,,,,,,,
images/000011.jpg,0.0,0.5,fpv,1777628245.5211477,1,0,fpv_remote_remote,,,,,,,,,,
images/000012.jpg,0.0,0.5,fpv,1777628245.648202,1,0,fpv_remote_remote,,,,,,,,,,
images/000013.jpg,0.7752922147282327,0.5,fpv,1777628245.775224,1,0,fpv_remote_remote,,,,,,,,,,
images/000014.jpg,0.8,0.5,fpv,1777628245.9036384,1,0,fpv_remote_remote,,,,,,,,,,
images/000015.jpg,0.8,0.5,fpv,1777628246.0313747,1,0,fpv_remote_remote,,,,,,,,,,
images/000016.jpg,0.8,0.5,fpv,1777628246.1588783,1,0,fpv_remote_remote,,,,,,,,,,
images/000017.jpg,0.8,0.5,fpv,1777628246.2873344,1,0,fpv_remote_remote,,,,,,,,,,
images/000018.jpg,0.0,0.5,fpv,1777628246.4158337,1,0,fpv_remote_remote,,,,,,,,,,
images/000019.jpg,0.0,0.5,fpv,1777628246.5421865,1,0,fpv_remote_remote,,,,,,,,,,
images/000020.jpg,-0.8,0.5,fpv,1777628246.6699982,1,0,fpv_remote_remote,,,,,,,,,,
images/000021.jpg,0.5855891598254341,-0.4433118686483352,fpv,1777628247.005264,1,0,fpv_remote_remote,,,,,,,,,,
images/000022.jpg,0.8,-0.5,fpv,1777628247.1350765,1,0,fpv_remote_remote,,,,,,,,,,
images/000023.jpg,0.8,-0.5,fpv,1777628247.262688,1,0,fpv_remote_remote,,,,,,,,,,
images/000024.jpg,0.8,-0.5,fpv,1777628247.3906863,1,0,fpv_remote_remote,,,,,,,,,,
images/000025.jpg,0.0,0.5,fpv,1777628247.7700348,1,0,fpv_remote_remote,,,,,,,,,,
images/000026.jpg,-0.6020691549424727,0.5,fpv,1777628247.8985927,1,0,fpv_remote_remote,,,,,,,,,,
images/000027.jpg,-0.7917722098452712,0.5,fpv,1777628248.0270972,1,0,fpv_remote_remote,,,,,,,,,,
images/000028.jpg,-0.7587633899960327,0.5,fpv,1777628248.1549568,1,0,fpv_remote_remote,,,,,,,,,,
images/000029.jpg,-0.8,0.5,fpv,1777628248.281629,1,0,fpv_remote_remote,,,,,,,,,,
images/000030.jpg,0.0,0.5,fpv,1777628248.4073303,1,0,fpv_remote_remote,,,,,,,,,,
images/000031.jpg,0.8,0.5,fpv,1777628248.538398,1,0,fpv_remote_remote,,,,,,,,,,
images/000032.jpg,0.8,0.5,fpv,1777628248.6664155,1,0,fpv_remote_remote,,,,,,,,,,
images/000033.jpg,0.8,0.5,fpv,1777628248.79418,1,0,fpv_remote_remote,,,,,,,,,,
images/000034.jpg,0.7258033997619556,0.5,fpv,1777628248.9224799,1,0,fpv_remote_remote,,,,,,,,,,
images/000035.jpg,0.0,0.5,fpv,1777628249.0506725,1,0,fpv_remote_remote,,,,,,,,,,
images/000036.jpg,0.0,0.5,fpv,1777628249.1782522,1,0,fpv_remote_remote,,,,,,,,,,
images/000037.jpg,0.0,0.5,fpv,1777628249.3070722,1,0,fpv_remote_remote,,,,,,,,,,
images/000038.jpg,0.0,0.5,fpv,1777628249.4330065,1,0,fpv_remote_remote,,,,,,,,,,
images/000039.jpg,0.0,0.5,fpv,1777628249.560712,1,0,fpv_remote_remote,,,,,,,,,,
images/000040.jpg,0.0,0.5,fpv,1777628249.6868126,1,0,fpv_remote_remote,,,,,,,,,,
images/000041.jpg,0.0,0.5,fpv,1777628249.8143952,1,0,fpv_remote_remote,,,,,,,,,,
images/000042.jpg,0.0,0.5,fpv,1777628249.9426472,1,0,fpv_remote_remote,,,,,,,,,,
images/000043.jpg,0.0,0.5,fpv,1777628250.0715756,1,0,fpv_remote_remote,,,,,,,,,,
images/000044.jpg,0.7917966246528519,0.5,fpv,1777628250.1991053,1,0,fpv_remote_remote,,,,,,,,,,
images/000045.jpg,0.8,0.5,fpv,1777628250.326997,1,0,fpv_remote_remote,,,,,,,,,,
images/000046.jpg,0.8,0.5,fpv,1777628250.4567475,1,0,fpv_remote_remote,,,,,,,,,,
images/000047.jpg,0.5278725547044283,0.5,fpv,1777628250.5830622,1,0,fpv_remote_remote,,,,,,,,,,
images/000048.jpg,0.0,0.5,fpv,1777628250.7100065,1,0,fpv_remote_remote,,,,,,,,,,
images/000049.jpg,0.2391918698690756,0.5,fpv,1777628250.8366342,1,0,fpv_remote_remote,,,,,,,,,,
images/000050.jpg,0.0,0.5,fpv,1777628250.9643996,1,0,fpv_remote_remote,,,,,,,,,,
images/000051.jpg,0.0,0.5,fpv,1777628251.0903993,1,0,fpv_remote_remote,,,,,,,,,,
images/000052.jpg,0.0,0.5,fpv,1777628251.218383,1,0,fpv_remote_remote,,,,,,,,,,
images/000053.jpg,0.8,0.5,fpv,1777628251.3456154,1,0,fpv_remote_remote,,,,,,,,,,
images/000054.jpg,0.4866359447004609,0.5,fpv,1777628251.4723253,1,0,fpv_remote_remote,,,,,,,,,,
images/000055.jpg,0.0,0.5,fpv,1777628251.6004827,1,0,fpv_remote_remote,,,,,,,,,,
images/000056.jpg,0.0,0.5,fpv,1777628251.7278645,1,0,fpv_remote_remote,,,,,,,,,,
images/000057.jpg,0.0,0.5,fpv,1777628251.856455,1,0,fpv_remote_remote,,,,,,,,,,
images/000058.jpg,0.0,0.5,fpv,1777628251.9852536,1,0,fpv_remote_remote,,,,,,,,,,
images/000059.jpg,0.0,0.5,fpv,1777628252.1106806,1,0,fpv_remote_remote,,,,,,,,,,
images/000060.jpg,0.8,0.5,fpv,1777628252.2385573,1,0,fpv_remote_remote,,,,,,,,,,
images/000061.jpg,0.8,0.5,fpv,1777628252.3642342,1,0,fpv_remote_remote,,,,,,,,,,
images/000062.jpg,0.18970305490279857,0.5,fpv,1777628252.4913607,1,0,fpv_remote_remote,,,,,,,,,,
images/000063.jpg,0.0,0.5,fpv,1777628252.616887,1,0,fpv_remote_remote,,,,,,,,,,
images/000064.jpg,0.0,0.5,fpv,1777628252.7443948,1,0,fpv_remote_remote,,,,,,,,,,
images/000065.jpg,0.0,0.5,fpv,1777628252.870733,1,0,fpv_remote_remote,,,,,,,,,,
images/000066.jpg,-0.8,0.5,fpv,1777628253.0001495,1,0,fpv_remote_remote,,,,,,,,,,
images/000067.jpg,-0.6185735648670919,0.5,fpv,1777628253.125621,1,0,fpv_remote_remote,,,,,,,,,,
images/000068.jpg,0.0,0.5,fpv,1777628253.2531328,1,0,fpv_remote_remote,,,,,,,,,,
images/000069.jpg,0.0,0.5,fpv,1777628253.3818035,1,0,fpv_remote_remote,,,,,,,,,,
images/000070.jpg,0.0,0.5,fpv,1777628253.5098689,1,0,fpv_remote_remote,,,,,,,,,,
images/000071.jpg,0.0,0.5,fpv,1777628253.6372173,1,0,fpv_remote_remote,,,,,,,,,,
images/000072.jpg,0.0,0.5,fpv,1777628253.7655053,1,0,fpv_remote_remote,,,,,,,,,,
images/000073.jpg,0.0,0.5,fpv,1777628253.8927283,1,0,fpv_remote_remote,,,,,,,,,,
images/000074.jpg,0.0,0.5,fpv,1777628254.0179036,1,0,fpv_remote_remote,,,,,,,,,,
images/000075.jpg,0.0,0.5,fpv,1777628254.144095,1,0,fpv_remote_remote,,,,,,,,,,
images/000076.jpg,0.0,0.5,fpv,1777628254.2715657,1,0,fpv_remote_remote,,,,,,,,,,
images/000077.jpg,0.0,0.5,fpv,1777628254.3978777,1,0,fpv_remote_remote,,,,,,,,,,
images/000078.jpg,0.0,0.5,fpv,1777628254.5236342,1,0,fpv_remote_remote,,,,,,,,,,
images/000079.jpg,0.0,0.5,fpv,1777628254.651537,1,0,fpv_remote_remote,,,,,,,,,,
images/000080.jpg,0.0,0.5,fpv,1777628254.7783515,1,0,fpv_remote_remote,,,,,,,,,,
images/000081.jpg,0.0,0.5,fpv,1777628254.9060566,1,0,fpv_remote_remote,,,,,,,,,,
images/000082.jpg,0.0,0.5,fpv,1777628255.031467,1,0,fpv_remote_remote,,,,,,,,,,
images/000083.jpg,0.0,0.5,fpv,1777628255.1590405,1,0,fpv_remote_remote,,,,,,,,,,
images/000084.jpg,0.8,0.5,fpv,1777628255.2860663,1,0,fpv_remote_remote,,,,,,,,,,
images/000085.jpg,0.13198644978179266,0.5,fpv,1777628255.4153311,1,0,fpv_remote_remote,,,,,,,,,,
images/000086.jpg,0.0,0.5,fpv,1777628255.5395594,1,0,fpv_remote_remote,,,,,,,,,,
images/000087.jpg,0.0,0.5,fpv,1777628255.6663134,1,0,fpv_remote_remote,,,,,,,,,,
images/000088.jpg,0.8,0.5,fpv,1777628255.7938688,1,0,fpv_remote_remote,,,,,,,,,,
images/000089.jpg,0.0,0.5,fpv,1777628255.9223654,1,0,fpv_remote_remote,,,,,,,,,,
images/000090.jpg,0.0,0.5,fpv,1777628256.048887,1,0,fpv_remote_remote,,,,,,,,,,
images/000091.jpg,0.0,0.5,fpv,1777628256.1757722,1,0,fpv_remote_remote,,,,,,,,,,
images/000092.jpg,0.5691091647083957,0.5,fpv,1777628256.3031337,1,0,fpv_remote_remote,,,,,,,,,,
images/000093.jpg,0.7587878048036134,0.5,fpv,1777628256.4315464,1,0,fpv_remote_remote,,,,,,,,,,
